"No.","Time","Source","Destination","Protocol","Length","Info"
"1297","232.842192","13.83.65.43","147.32.83.245","TCP","60","443  >  48924 [ACK] Seq=14095 Ack=15115 Win=525568 Len=0"
"1298","232.846605","13.83.65.43","147.32.83.245","TLSv1.2","375","Application Data"
"1299","232.847691","147.32.83.245","13.83.65.43","TCP","54","48924  >  443 [ACK] Seq=15115 Ack=14416 Win=125568 Len=0"
"1300","232.850813","147.32.83.245","13.69.61.64","TLSv1.2","97","Encrypted Alert"
"1301","232.851246","147.32.83.245","13.69.61.64","TCP","66","33904  >  443 [FIN, ACK] Seq=1411 Ack=6335 Win=102080 Len=0 TSval=49715 TSecr=8740768"
"1302","232.875397","13.69.61.64","147.32.83.245","TCP","66","443  >  33904 [ACK] Seq=6335 Ack=1412 Win=262144 Len=0 TSval=8742216 TSecr=49715"
"1303","232.875426","13.69.61.64","147.32.83.245","TCP","66","443  >  33904 [FIN, ACK] Seq=6335 Ack=1412 Win=262144 Len=0 TSval=8742216 TSecr=49715"
"1304","232.875910","147.32.83.245","13.69.61.64","TCP","66","33904  >  443 [ACK] Seq=1412 Ack=6336 Win=102080 Len=0 TSval=49721 TSecr=8742216"
"1305","233.405740","104.152.52.23","147.32.83.245","UDP","60","45078  >  1645 Len=0"
"1306","233.406641","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1307","234.221367","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1308","234.228748","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4648 Ack=13208 Win=60160 Len=0 TSval=2845025239 TSecr=50058"
"1309","234.230159","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1310","234.231212","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=13208 Ack=4694 Win=105024 Len=0 TSval=50060 TSecr=2845025240"
"1311","234.257355","147.32.83.245","13.83.65.43","TCP","1494","48930  >  443 [ACK] Seq=18855 Ack=12656 Win=125568 Len=1440 [TCP segment of a reassembled PDU]"
"1312","234.257382","147.32.83.245","13.83.65.43","TLSv1.2","1108","Application Data"
"1313","234.304101","147.32.83.245","13.83.65.43","TCP","54","48952  >  443 [FIN, ACK] Seq=2809 Ack=5748 Win=99328 Len=0"
"1314","234.329228","147.32.83.245","13.83.65.43","TCP","1494","48924  >  443 [ACK] Seq=15115 Ack=14416 Win=125568 Len=1440 [TCP segment of a reassembled PDU]"
"1315","234.329261","147.32.83.245","13.83.65.43","TLSv1.2","1039","Application Data"
"1316","234.421492","13.83.65.43","147.32.83.245","TCP","60","443  >  48930 [ACK] Seq=12656 Ack=21349 Win=525568 Len=0"
"1317","234.425044","13.83.65.43","147.32.83.245","TLSv1.2","375","Application Data"
"1318","234.425928","147.32.83.245","13.83.65.43","TCP","54","48930  >  443 [ACK] Seq=21349 Ack=12977 Win=128512 Len=0"
"1319","234.496550","13.83.65.43","147.32.83.245","TCP","60","443  >  48924 [ACK] Seq=14416 Ack=17540 Win=525568 Len=0"
"1320","234.499625","13.83.65.43","147.32.83.245","TLSv1.2","321","Application Data"
"1321","234.501931","147.32.83.245","13.83.65.43","TCP","54","48924  >  443 [ACK] Seq=17540 Ack=14683 Win=128512 Len=0"
"1322","234.520205","13.83.65.43","147.32.83.245","TCP","60","443  >  48952 [ACK] Seq=5748 Ack=2810 Win=525568 Len=0"
"1323","238.229752","147.32.83.245","13.83.65.43","TCP","54","48930  >  443 [FIN, ACK] Seq=21349 Ack=12977 Win=128512 Len=0"
"1324","238.229840","147.32.83.245","40.114.211.99","TCP","54","51964  >  443 [FIN, ACK] Seq=1323 Ack=6507 Win=102208 Len=0"
"1325","238.229963","147.32.83.245","13.83.65.43","TCP","54","48924  >  443 [FIN, ACK] Seq=17540 Ack=14683 Win=128512 Len=0"
"1326","238.230437","147.32.83.245","13.83.65.43","TCP","54","48950  >  443 [FIN, ACK] Seq=2674 Ack=6442 Win=102208 Len=0"
"1327","238.230509","147.32.83.245","13.83.65.43","TCP","54","48948  >  443 [FIN, ACK] Seq=3273 Ack=6174 Win=102208 Len=0"
"1328","238.243904","40.114.211.99","147.32.83.245","TCP","60","443  >  51964 [FIN, ACK] Seq=6507 Ack=1324 Win=524032 Len=0"
"1329","238.244325","147.32.83.245","40.114.211.99","TCP","54","51964  >  443 [ACK] Seq=1324 Ack=6508 Win=102208 Len=0"
"1330","238.394586","13.83.65.43","147.32.83.245","TCP","60","443  >  48948 [FIN, ACK] Seq=6174 Ack=3274 Win=525568 Len=0"
"1331","238.394731","13.83.65.43","147.32.83.245","TCP","60","443  >  48950 [FIN, ACK] Seq=6442 Ack=2675 Win=525568 Len=0"
"1332","238.394788","13.83.65.43","147.32.83.245","TCP","60","443  >  48930 [FIN, ACK] Seq=12977 Ack=21350 Win=525568 Len=0"
"1333","238.395550","147.32.83.245","13.83.65.43","TCP","54","48948  >  443 [ACK] Seq=3274 Ack=6175 Win=102208 Len=0"
"1334","238.395581","147.32.83.245","13.83.65.43","TCP","54","48950  >  443 [ACK] Seq=2675 Ack=6443 Win=102208 Len=0"
"1335","238.395597","147.32.83.245","13.83.65.43","TCP","54","48930  >  443 [ACK] Seq=21350 Ack=12978 Win=128512 Len=0"
"1336","238.401420","13.83.65.43","147.32.83.245","TCP","60","443  >  48924 [FIN, ACK] Seq=14683 Ack=17541 Win=525568 Len=0"
"1337","238.401889","147.32.83.245","13.83.65.43","TCP","54","48924  >  443 [ACK] Seq=17541 Ack=14684 Win=128512 Len=0"
"1338","245.812794","104.152.52.23","147.32.83.245","TCP","60","45078  >  9000 [SYN] Seq=0 Win=1024 Len=0"
"1339","245.813701","147.32.83.245","104.152.52.23","TCP","54","9000  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1340","249.766617","192.35.169.46","147.32.83.245","TCP","60","27083  >  5598 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1341","249.767633","147.32.83.245","192.35.169.46","TCP","54","5598  >  27083 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1342","253.105990","80.82.64.73","147.32.83.245","TCP","60","42870  >  23383 [SYN] Seq=0 Win=1024 Len=0"
"1343","253.107028","147.32.83.245","80.82.64.73","TCP","54","23383  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1344","254.263941","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1345","254.271476","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1346","254.272277","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=13254 Ack=4740 Win=105024 Len=0 TSval=55070 TSecr=2845045282"
"1347","274.273050","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1348","274.281458","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1349","274.282130","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=13300 Ack=4786 Win=105024 Len=0 TSval=60073 TSecr=2845065292"
"1350","277.097256","147.32.83.245","104.244.42.194","TCP","1514","60752  >  443 [ACK] Seq=13300 Ack=4786 Win=105024 Len=1448 TSval=60776 TSecr=2845065292 [TCP segment of a reassembled PDU]"
"1351","277.097316","147.32.83.245","104.244.42.194","TLSv1.2","445","Application Data"
"1352","277.104755","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4786 Ack=15127 Win=63744 Len=0 TSval=2845068115 TSecr=60776"
"1353","277.218893","104.244.42.194","147.32.83.245","TLSv1.2","188","Application Data"
"1354","277.219306","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15127 Ack=4908 Win=105024 Len=0 TSval=60807 TSecr=2845068229"
"1355","277.254555","147.32.83.245","104.244.42.194","TLSv1.2","721","Application Data"
"1356","277.284908","147.32.83.245","172.217.23.206","TLSv1.2","927","Application Data"
"1357","277.285583","172.217.23.206","147.32.83.245","TCP","66","443  >  60762 [ACK] Seq=2861 Ack=3974 Win=303 Len=0 TSval=420896088 TSecr=60823"
"1358","277.302923","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4908 Ack=15782 Win=66560 Len=0 TSval=2845068313 TSecr=60816"
"1359","277.308162","172.217.23.206","147.32.83.245","TLSv1.2","656","Application Data"
"1360","277.308173","172.217.23.206","147.32.83.245","TLSv1.2","296","Application Data"
"1361","277.308188","172.217.23.206","147.32.83.245","TLSv1.2","93","Application Data"
"1362","277.308562","147.32.83.245","172.217.23.206","TCP","66","60762  >  443 [ACK] Seq=3974 Ack=3451 Win=1903 Len=0 TSval=60829 TSecr=420896110"
"1363","277.308577","147.32.83.245","172.217.23.206","TCP","66","60762  >  443 [ACK] Seq=3974 Ack=3681 Win=1947 Len=0 TSval=60829 TSecr=420896110"
"1364","277.308585","147.32.83.245","172.217.23.206","TCP","66","60762  >  443 [ACK] Seq=3974 Ack=3708 Win=1947 Len=0 TSval=60829 TSecr=420896110"
"1365","277.377342","104.244.42.194","147.32.83.245","TLSv1.2","139","Application Data"
"1366","277.418587","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15782 Ack=4981 Win=105024 Len=0 TSval=60857 TSecr=2845068388"
"1367","279.714049","104.152.52.23","147.32.83.245","UDP","60","45078  >  49191 Len=0"
"1368","279.714329","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1369","294.287674","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1370","294.295165","104.244.42.194","147.32.83.245","TCP","66","443  >  60752 [ACK] Seq=4981 Ack=15828 Win=66560 Len=0 TSval=2845085305 TSecr=65074"
"1371","294.295555","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1372","294.296023","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15828 Ack=5027 Win=105024 Len=0 TSval=65076 TSecr=2845085306"
"1373","298.926879","46.101.192.47","147.32.83.245","UDP","62","8083  >  8081 Len=20"
"1374","298.927661","147.32.83.245","46.101.192.47","ICMP","90","Destination unreachable (Port unreachable)"
"1375","314.329509","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1376","314.337085","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1377","314.337866","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15874 Ack=5073 Win=105024 Len=0 TSval=70086 TSecr=2845105347"
"1378","314.889089","13.83.65.43","147.32.83.245","TLSv1.2","415","Application Data"
"1379","314.889133","13.83.65.43","147.32.83.245","TCP","60","443  >  48952 [FIN, ACK] Seq=6109 Ack=2810 Win=525568 Len=0"
"1380","314.890173","147.32.83.245","13.83.65.43","TCP","54","48952  >  443 [RST] Seq=2810 Win=0 Len=0"
"1381","314.890372","147.32.83.245","13.83.65.43","TCP","54","48952  >  443 [RST] Seq=2810 Win=0 Len=0"
"1382","324.357634","45.129.33.151","147.32.83.245","TCP","60","44315  >  7003 [SYN] Seq=0 Win=1024 Len=0"
"1383","324.359577","147.32.83.245","45.129.33.151","TCP","54","7003  >  44315 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1384","334.371476","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1385","334.381890","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1386","334.383481","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15920 Ack=5119 Win=105024 Len=0 TSval=75097 TSecr=2845125392"
"1387","347.024853","134.209.148.107","147.32.83.245","TCP","60","55170  >  19400 [SYN] Seq=0 Win=1024 Len=0"
"1388","347.025643","147.32.83.245","134.209.148.107","TCP","54","19400  >  55170 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1389","354.413715","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1390","354.421235","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1391","354.421977","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=15966 Ack=5165 Win=105024 Len=0 TSval=80107 TSecr=2845145432"
"1392","361.654583","104.152.52.23","147.32.83.245","UDP","60","45078  >  49 Len=0"
"1393","361.655652","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1394","374.456717","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1395","374.464238","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1396","374.464937","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16012 Ack=5211 Win=105024 Len=0 TSval=85118 TSecr=2845165475"
"1397","376.976392","121.122.84.232","147.32.83.245","TCP","66","57526  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1452 WS=4 SACK_PERM=1"
"1398","376.977280","147.32.83.245","121.122.84.232","TCP","54","445  >  57526 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1399","377.779150","121.122.84.232","147.32.83.245","TCP","66","58725  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1452 WS=4 SACK_PERM=1"
"1400","377.779721","147.32.83.245","121.122.84.232","TCP","54","445  >  58725 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1401","380.706533","104.152.52.23","147.32.83.245","UDP","60","45078  >  515 Len=0"
"1402","380.707427","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1403","388.634556","80.82.64.73","147.32.83.245","TCP","60","42870  >  23283 [SYN] Seq=0 Win=1024 Len=0"
"1404","388.635542","147.32.83.245","80.82.64.73","TCP","54","23283  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1405","391.976138","45.129.33.174","147.32.83.245","TCP","60","57039  >  40257 [SYN] Seq=0 Win=1024 Len=0"
"1406","391.977081","147.32.83.245","45.129.33.174","TCP","54","40257  >  57039 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1407","394.499259","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1408","394.507177","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1409","394.507844","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16058 Ack=5257 Win=105024 Len=0 TSval=90128 TSecr=2845185518"
"1410","400.692680","104.152.52.23","147.32.83.245","TCP","60","45078  >  691 [SYN] Seq=0 Win=1024 Len=0"
"1411","400.693213","147.32.83.245","104.152.52.23","TCP","54","691  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1412","410.003143","150.109.181.217","147.32.83.245","TCP","60","48718  >  5901 [SYN] Seq=0 Win=65535 Len=0"
"1413","410.003750","147.32.83.245","150.109.181.217","TCP","54","5901  >  48718 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1414","414.537617","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1415","414.545582","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1416","414.546250","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16104 Ack=5303 Win=105024 Len=0 TSval=95138 TSecr=2845205556"
"1417","422.058685","104.152.52.23","147.32.83.245","TCP","60","45078  >  443 [SYN] Seq=0 Win=1024 Len=0"
"1418","422.059638","147.32.83.245","104.152.52.23","TCP","54","443  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1419","424.393110","JuniperN_0c:3c:60","Broadcast","ARP","60","Who has 147.32.83.245? Tell 147.32.83.1"
"1420","424.393975","PcsCompu_c7:40:4d","JuniperN_0c:3c:60","ARP","42","147.32.83.245 is at 08:00:27:c7:40:4d"
"1421","433.571407","69.162.89.202","147.32.83.245","TCP","60","34  >  9103 [SYN] Seq=0 Win=512 Len=0"
"1422","433.572293","147.32.83.245","69.162.89.202","TCP","54","9103  >  34 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1423","434.580024","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1424","434.587694","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1425","434.588333","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16150 Ack=5349 Win=105024 Len=0 TSval=100148 TSecr=2845225599"
"1426","443.849015","45.129.33.5","147.32.83.245","TCP","60","42547  >  16034 [SYN] Seq=0 Win=1024 Len=0"
"1427","443.849857","147.32.83.245","45.129.33.5","TCP","54","16034  >  42547 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1428","448.922222","PcsCompu_c7:40:4d","Broadcast","ARP","42","Who has 147.32.83.157? Tell 147.32.83.245"
"1429","448.922229","PcsCompu_c7:40:4d","Broadcast","ARP","42","Who has 147.32.83.157? Tell 147.32.83.245"
"1430","448.922872","PcsCompu_d3:2e:b1","PcsCompu_c7:40:4d","ARP","60","147.32.83.157 is at 08:00:27:d3:2e:b1"
"1431","448.927782","147.32.83.245","147.32.83.157","TCP","74","46032  >  1337 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=103732 TSecr=0 WS=64"
"1432","448.928690","147.32.83.157","147.32.83.245","TCP","74","1337  >  46032 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1 TSval=263815 TSecr=103732"
"1433","448.928989","147.32.83.245","147.32.83.157","TCP","66","46032  >  1337 [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=103733 TSecr=263815"
"1434","448.932414","147.32.83.245","147.32.83.157","TCP","117","46032  >  1337 [PSH, ACK] Seq=1 Ack=1 Win=87616 Len=51 TSval=103734 TSecr=263815"
"1435","449.145316","147.32.83.245","147.32.83.157","TCP","117","[TCP Retransmission] 46032  >  1337 [PSH, ACK] Seq=1 Ack=1 Win=87616 Len=51 TSval=103788 TSecr=263815"
"1436","449.145820","147.32.83.157","147.32.83.245","TCP","78","1337  >  46032 [ACK] Seq=1 Ack=52 Win=66560 Len=0 TSval=263837 TSecr=103734 SLE=1 SRE=52"
"1437","453.618785","80.82.64.73","147.32.83.245","TCP","60","42870  >  23250 [SYN] Seq=0 Win=1024 Len=0"
"1438","453.619677","147.32.83.245","80.82.64.73","TCP","54","23250  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1439","454.597314","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1440","454.604858","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1441","454.605777","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16196 Ack=5395 Win=105024 Len=0 TSval=105153 TSecr=2845245616"
"1442","467.176967","104.152.52.23","147.32.83.245","UDP","60","45078  >  49153 Len=0"
"1443","467.177830","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1444","472.995560","104.152.52.23","147.32.83.245","TCP","60","45078  >  199 [SYN] Seq=0 Win=1024 Len=0"
"1445","472.996505","147.32.83.245","104.152.52.23","TCP","54","199  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1446","474.640049","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1447","474.648230","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1448","474.648925","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16242 Ack=5441 Win=105024 Len=0 TSval=110163 TSecr=2845265659"
"1449","486.108200","59.95.101.56","147.32.83.245","TCP","66","49596  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1452 WS=4 SACK_PERM=1"
"1450","486.109165","147.32.83.245","59.95.101.56","TCP","54","445  >  49596 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1451","486.780080","59.95.101.56","147.32.83.245","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 49596  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1452 WS=4 SACK_PERM=1"
"1452","486.781289","147.32.83.245","59.95.101.56","TCP","54","445  >  49596 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1453","489.573517","147.32.83.157","147.32.83.245","TCP","77","1337  >  46032 [PSH, ACK] Seq=1 Ack=52 Win=66560 Len=11 TSval=267880 TSecr=103734"
"1454","489.574483","147.32.83.245","147.32.83.157","TCP","66","46032  >  1337 [ACK] Seq=52 Ack=12 Win=87616 Len=0 TSval=113895 TSecr=267880"
"1455","489.577235","147.32.83.245","147.32.83.157","TCP","285","46032  >  1337 [PSH, ACK] Seq=52 Ack=12 Win=87616 Len=219 TSval=113895 TSecr=267880"
"1456","489.788069","147.32.83.157","147.32.83.245","TCP","66","1337  >  46032 [ACK] Seq=12 Ack=271 Win=66304 Len=0 TSval=267901 TSecr=113895"
"1457","490.839878","104.152.52.23","147.32.83.245","TCP","60","45078  >  1812 [SYN] Seq=0 Win=1024 Len=0"
"1458","490.840782","147.32.83.245","104.152.52.23","TCP","54","1812  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1459","494.241040","PcsCompu_d3:2e:b1","PcsCompu_c7:40:4d","ARP","60","Who has 147.32.83.245? Tell 147.32.83.157"
"1460","494.241672","PcsCompu_c7:40:4d","PcsCompu_d3:2e:b1","ARP","42","147.32.83.245 is at 08:00:27:c7:40:4d"
"1461","494.683792","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1462","494.691356","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1463","494.692197","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16288 Ack=5487 Win=105024 Len=0 TSval=115174 TSecr=2845285703"
"1464","501.913631","212.33.205.16","147.32.83.245","TCP","60","40910  >  822 [SYN] Seq=0 Win=1024 Len=0"
"1465","501.914428","147.32.83.245","212.33.205.16","TCP","54","822  >  40910 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1466","510.936286","147.32.83.157","147.32.83.245","TCP","74","1337  >  46032 [PSH, ACK] Seq=12 Ack=271 Win=66304 Len=8 TSval=270016 TSecr=113895"
"1467","510.945358","147.32.83.245","147.32.83.157","TCP","103","46032  >  1337 [PSH, ACK] Seq=271 Ack=20 Win=87616 Len=37 TSval=119237 TSecr=270016"
"1468","511.147483","147.32.83.157","147.32.83.245","TCP","66","1337  >  46032 [ACK] Seq=20 Ack=308 Win=66304 Len=0 TSval=270037 TSecr=119237"
"1469","514.726540","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1470","514.737461","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1471","514.738197","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16334 Ack=5533 Win=105024 Len=0 TSval=120185 TSecr=2845305749"
"1472","515.438489","104.152.52.23","147.32.83.245","TCP","60","45078  >  2195 [SYN] Seq=0 Win=1024 Len=0"
"1473","515.439633","147.32.83.245","104.152.52.23","TCP","54","2195  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1474","515.995462","PcsCompu_c7:40:4d","PcsCompu_d3:2e:b1","ARP","42","Who has 147.32.83.157? Tell 147.32.83.245"
"1475","515.996097","PcsCompu_d3:2e:b1","PcsCompu_c7:40:4d","ARP","60","147.32.83.157 is at 08:00:27:d3:2e:b1"
"1476","516.414040","104.152.52.23","147.32.83.245","TCP","60","45078  >  6679 [SYN] Seq=0 Win=1024 Len=0"
"1477","516.415382","147.32.83.245","104.152.52.23","TCP","54","6679  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1478","517.313054","172.217.23.206","147.32.83.245","TCP","66","443  >  60762 [FIN, ACK] Seq=3708 Ack=3974 Win=303 Len=0 TSval=421136115 TSecr=60829"
"1479","517.351273","147.32.83.245","172.217.23.206","TCP","66","60762  >  443 [ACK] Seq=3974 Ack=3709 Win=1947 Len=0 TSval=120839 TSecr=421136115"
"1480","534.768687","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1481","534.776222","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1482","534.777136","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16380 Ack=5579 Win=105024 Len=0 TSval=125195 TSecr=2845325788"
"1483","534.800635","80.82.64.73","147.32.83.245","TCP","60","42870  >  23153 [SYN] Seq=0 Win=1024 Len=0"
"1484","534.801494","147.32.83.245","80.82.64.73","TCP","54","23153  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1485","542.674473","104.152.52.23","147.32.83.245","UDP","60","45078  >  1813 Len=0"
"1486","542.675353","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1487","547.992552","147.32.83.157","147.32.83.245","TCP","79","1337  >  46032 [PSH, ACK] Seq=20 Ack=308 Win=66304 Len=13 TSval=273722 TSecr=119237"
"1488","547.995762","147.32.83.245","147.32.83.157","TCP","80","46032  >  1337 [PSH, ACK] Seq=308 Ack=33 Win=87616 Len=14 TSval=128499 TSecr=273722"
"1489","548.209505","147.32.83.157","147.32.83.245","TCP","66","1337  >  46032 [ACK] Seq=33 Ack=322 Win=66304 Len=0 TSval=273743 TSecr=128499"
"1490","548.210105","147.32.83.245","147.32.83.157","TCP","362","46032  >  1337 [PSH, ACK] Seq=322 Ack=33 Win=87616 Len=296 TSval=128553 TSecr=273743"
"1491","548.413158","147.32.83.157","147.32.83.245","TCP","66","1337  >  46032 [ACK] Seq=33 Ack=618 Win=65792 Len=0 TSval=273764 TSecr=128553"
"1492","552.710138","PcsCompu_d3:2e:b1","PcsCompu_c7:40:4d","ARP","60","Who has 147.32.83.245? Tell 147.32.83.157"
"1493","552.710966","PcsCompu_c7:40:4d","PcsCompu_d3:2e:b1","ARP","42","147.32.83.245 is at 08:00:27:c7:40:4d"
"1494","554.237970","104.152.52.23","147.32.83.245","TCP","60","45078  >  6380 [SYN] Seq=0 Win=1024 Len=0"
"1495","554.239065","147.32.83.245","104.152.52.23","TCP","54","6380  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1496","554.782969","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1497","554.790482","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1498","554.791252","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16426 Ack=5625 Win=105024 Len=0 TSval=130198 TSecr=2845345802"
"1499","564.182773","104.152.52.23","147.32.83.245","TCP","60","45078  >  8090 [SYN] Seq=0 Win=1024 Len=0"
"1500","564.184190","147.32.83.245","104.152.52.23","TCP","54","8090  >  45078 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1501","566.223020","104.152.52.23","147.32.83.245","UDP","60","45078  >  1030 Len=0"
"1502","566.224108","147.32.83.245","104.152.52.23","ICMP","70","Destination unreachable (Port unreachable)"
"1503","570.738173","80.82.64.73","147.32.83.245","TCP","60","42870  >  23171 [SYN] Seq=0 Win=1024 Len=0"
"1504","570.739427","147.32.83.245","80.82.64.73","TCP","54","23171  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1505","573.259719","80.82.64.73","147.32.83.245","TCP","60","42870  >  23226 [SYN] Seq=0 Win=1024 Len=0"
"1506","573.260681","147.32.83.245","80.82.64.73","TCP","54","23226  >  42870 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1507","574.825016","147.32.83.245","104.244.42.194","TLSv1.2","112","Application Data"
"1508","574.832543","104.244.42.194","147.32.83.245","TLSv1.2","112","Application Data"
"1509","574.833130","147.32.83.245","104.244.42.194","TCP","66","60752  >  443 [ACK] Seq=16472 Ack=5671 Win=105024 Len=0 TSval=135209 TSecr=2845365844"
